序号,单词,词性、词义,词义,,,
2418,powder,n.粉末;药粉;香粉;爽身粉;火药;炸药,,,,
2419,power,n.力;力量;功率;动力;权势;能力;政权,,,,
2420,practice,n./v.实践;练习;实习;开业(=practise),,,,
2421,practise,n.练习;实行;业务;惯例,v.练习;开业,,,
2422,prairie,n.(尤指北美的)大草原,,,,
2423,prayer,n.祈祷;祷告;[常作prayers]祈祷仪式,,,,
2424,predicative,n.表语,,,,
2425,preparation,n.装备;预备;制剂;制备品;筹备,,,,
2426,presence,n.出席;到场;存在;仪表;仪态,,,,
2427,president,n.总统;总裁;校长;院长;会(社)长;主席,,,,
2428,pressure,n.压(力);压强;压迫vt.迫使;说服,,,,
2429,price,n.价格;价钱;代价vt.标价,,,,
2430,pride,n.骄傲;自豪;引以自豪的东西,vt.以…自豪,,,
2431,printer,n.打印机;印刷工;印刷机,,,,
2432,printing,n.印刷(术);印刷业,,,,
2433,prison,n.监狱(禁);拘留所,,,,
2434,prisoner,n.拘留犯;囚犯;俘虏,,,,
2435,prize,n.奖赏;奖金;奖品,vt.珍视(藏);高度评价,,,
2436,problem,n.问题;疑难问题;须认真对付的困难,,,,
2437,product,n.产品;产物;乘积;成果;作品,,,,
2438,production,n.生产;产量;产品;作品;出示;提供,,,,
2439,professor,n.教授,,,,
2440,program,n.电脑程序;节目单,v.编制程序;安排节目,,,
2441,progress,n.进步;进展;前进,vi.前进;进展,,,
2442,project,n.方案;工程,v.投射;(使)凸出;设计规划,,,
2443,promise,n.承诺;诺言;希望,v.允诺;答应;有希望,,,
2444,pronunciation,n.发音;发音方法,,,,
2445,protection,n.保卫;保护;防护物,,,,
2446,province,n.省;(学术)领域;活动(范围),,,,
2447,pulse,n.脉搏;节奏;脉冲,v.搏动;跳动,,,
2448,pump,n.泵;抽水机,vt./vi.抽取;盘问;灌注,,,
2449,punishment,n.处罚;罚;刑罚;折磨;损害,,,,
2450,pupil,n.学生;小学生;(眼睛的)瞳孔,,,,
2451,purpose,n.目的;意图;用途;效果,,,,
2452,purse,n.钱包;小钱袋;手袋,,,,
2453,pyramid,n.金字塔(形结构);锥状物,,,,
2454,quality,n.质(量);品质;性质a.优良(质)的,,,,
2455,quantity,n.数量;量;[常pl.]大量;大宗,,,,
2456,quarter,n.十五分钟;一刻钟;四分之一;地区;区域,,,,
2457,queen,n.女王;皇后;(纸牌、国际象棋中的)王后,,,,
2458,question,n.问;问题;难题;议题,vt.怀疑;问;审问,,,
2459,queue,n./v.辫子;(人;车的)长队;排队等候,,,,
2460,quiz,n.(广播或电视节目中的)一般知识测验;猜迷,,,,
2461,rabbit,n.兔肉;野兔,,,,
2462,race,n.种族;竞赛,vt.使全速行进,vi.疾走;竞走,,
2463,radiation,n.放射;发光;放射物;辐射线;辐射能,,,,
2464,radio,n.收音机;无线电报;无线电话,,,,
2465,rag,n.破布;(pl.)破烂衣服;低劣的报纸,,,,
2466,railway,n.铁路,v.由铁道运输,,,
2467,rain,n.雨;雨天;下雨,vi.下雨,vt.使大量落下,,
2468,raincoat,n.雨衣,,,,
2469,rainfall,n.(降)雨量;一场雨,,,,
2470,rank,n.军衔;社会阶层;排,v.分级;分类;排列,,,
2471,rat,n.鼠;卑鄙的人;叛徒,,,,
2472,ray,n.光线;射线;辐射线,,,,
2473,reader,n.读者;读本;读物;(英国的)大学讲师,,,,
2474,reading,n.读书;读物;(仪表等的)读数,a.阅读的,,,
2475,reality,n.现实,,,,
2476,realization,n.领悟;认识;(指希望或目的的)实现,,,,
2477,reason,n.理由;理性：理智,vt.论证;劝说,vi.推理,,
2478,receptionist,n.接待;接待员,,,,
2479,record,n.唱片;记录/载,vt.记录;将(声音等)录下,,,
2480,recorder,n.录音(像)机;记录装置;记录仪,,,,
2481,reduction,n.减少;减小;降级;降职;归纳;归并,,,,
2482,reel,n.卷轴(筒;盘)vi.蹒跚;眩晕vt.卷;绕,,,,
2484,regret,n.遗憾;抱歉;懊悔,v.遗憾;懊悔;后悔,,,
2485,relation,n.关系;联系;亲戚;叙述;故事,,,,
2486,relationship,n.亲属关系;友好关系;关系;联系,,,,
2487,relative,n.亲戚;亲属,a.相对的;有关系的;相关的,,,
2488,relativity,n.相对性;相关性;相对论,,,,
2489,remark,n.评论;意见;注意,v.评论;察觉;注意到,,,
2490,report,n.报告;汇报;传说;传阅,v.报告;报到,,,
2491,reporter,n.报告人;通讯员;记者;报导者,,,,
2492,republic,n.共和国;共和政体,,,,
2493,request,n.要求;请求,v.要求;请求,,,
2494,requirement,n.要求;必要条件;需要;需要的东西,,,,
2495,research,n.研究;调查,vi.调查;研究,,,
2496,researcher,n.研究者;调查者;探索者,,,,
2497,rest,n.休息;剩余部分,v.休息;睡;放;靠;搁,,,
2498,restaurant,n.餐馆;饭店;菜馆,,,,
2499,result,n.结果;成果;成绩,vi.产生于;结果;导致,,,
2500,reuse,n.理由;借口,vt.原谅;为…辩解;使…免去,,,
2501,review,n.回顾;审议;复习,vt.回顾;评论;复习,,,
2502,reviewer,n.(戏剧、新书等的)评论家;书评作者,,,,
2503,revision,n.修订(改;正);修订本(版);复习,,,,
2504,revolution,n.革命;大变革;旋转;周期;循环,,,,
2505,rice,n.稻子;大米;米饭,,,,
2506,richshaw,n.人力车,,,,
2507,ring,n.圈;戒指,vi.鸣响;按铃,vt.按铃;打电话,,
2508,river,n.江;河;水道,,,,
2509,road,n.道路;公路;途径,,,,
2510,roadside,n.路边,adj.路边的,,,
2511,robot,n.机器人;自动控制装置,,,,
2512,rock,n.岩石;石头,v.摇;摇动;使震动;使震惊,,,
2513,rocket,n.火箭;由火箭推进的导弹;烟火,,,,
2514,role,n.角色;职责;责任,,,,
2515,roller,n.滚筒;滚轴;海岸的巨浪,,,,
2516,room,n.房间;室;空间;地方;余地,,,,
2517,root,n.根;根本;根源,v.(使)生根;(使)扎根,,,
2518,root,n.根;根本;根源,v.(使)生根;(使)扎根,,,
2519,rope,n.绳子;索;一串(珠宝);吊刑;绞刑,,,,
2520,route,n.a way of achieving something,,,,
2521,row,n.(一)排;(一)行;吵嚷,v.划(船等);荡桨,,,
2522,rubber,n.橡皮擦;橡胶(制品);(pl.)胶鞋,a.橡胶的,,,
2523,rubbish,n.垃圾;废物;荒谬的念头(或建议),,,,
2524,ruler,n.统治者;支配者;尺子;直尺,,,,
2525,runner,n.跑步者;滑冰鞋的滑刀;奔跑的人或动物,,,,
2526,Russia,n.俄国;俄罗斯,,,,
2527,sadness,n.悲哀;悲痛;凄惨,,,,
2528,safety,n.安全(设备);保险(装置);安全场所,,,,
2529,sail,n.帆;航行,vi.航行;启航,vt.航行;飘过,,
2530,sailor,n.海员;水手;船夫,,,,
2531,sale,n.出卖;出售;贱卖;大减价;销数;销售额,,,,
2532,salesgirl,n.女售货员;女店员,,,,
2533,salesman,n.售货员;推销员,,,,
2534,salt,n.盐;刺激;风趣,vt.腌制;加盐于,,,
2535,salute,n.敬礼;行礼;鸣礼炮,v.迎接;敬礼;行礼,,,
2536,sand,n.沙;(pl.)沙滩,vt.(尤指用沙纸)磨光,,,
2537,sandwich,n.三明治(夹心面包片),v.夹入;挤入,,,
2538,satellite,n.卫星(于本文中作形容词用),,,,
2539,satisfaction,n.满意;满足;乐事;使人满意的原因,,,,
2540,sauce,n.调味汁;酱油;莽撞;冒失,,,,
2541,saying,n.格言;俗语;谚语,,,,
2542,scarf,n.围巾;披巾;薄头巾,,,,
2543,scene,n.景色;景象;背景;布景;一场(戏);场面,,,,
2544,scenery,n.风景;景色;舞台布景,,,,
2545,scholarship,n.学问;学识;学术研究;奖学金,,,,
2546,school,n.学校;(大学里的)学院;上学;学业;学派,,,,
2547,schoolboy,n.(中、小学的)男学生;学童,,,,
2548,schoolgirl,n.(中小学的)女生,,,,
2549,schooling,n.教育;正规学校教育,,,,
2550,schoolmaster,n.(中小学)教师;校长,,,,
2551,science,n.科学;学科;技术,,,,
2552,scientist,n.(自然)科学家,,,,
2553,scold,n.老爱责骂的人,v.责骂;训斥,,,
2554,score,n.(比赛)得分;分数;(测验中)成绩,v.得分,,,
2555,Scot,n.估定的款项;税金,,,,
2556,scotland,n.苏格兰(英国),,,,
2557,screen,n.屏风;幕;屏幕,vt.遮蔽;庇护;选拔,,,
2558,sea,n.海;海洋;大浪;大量;茫茫一片,,,,
2559,seagull,n.海鸥,,,,
2560,seal,n.封铅;封条;印;图章;海豹,v.封;密封,,,
2561,seaman,n.船员;海员;水手,,,,
2562,seaside,n./a.海边(的);海滨(的),,,,
2563,season,n.季;季节;当令期;旺季,vt.加调味品,,,
2564,seat,n.座;座位;底座;所在地;场所,v.使坐下,,,
2565,secretary,n.秘书;书记;(英)大臣;(美)部长,,,,
2566,section,n.章节;部分;地区;部门;科;截面;剖面,,,,
2567,seed,n.种子,vt.播种,vi.(植物)结实;播种,,
2568,semicircle,n.半圆;半圆形体,,,,
2569,sense,n.意思;感觉;见识;意识,vt.觉得;意识到,,,
2570,sentence,n.句子;判决;宣判,v.宣判;判决,,,
2571,separation,n.分离;隔开;(指人)离别,,,,
2572,servant,n.仆人;信徒;公务员,,,,
2573,service,n.服务;公共设施;保养;行政部门,v.维修,,,
2574,set,n.一套;一副;装置,v.放;日落,a.规定的,,
2575,settlement,n.调停;解决;居留地;住宅区;清偿;结算,,,,
2576,sex,n.性别;男性或女性,vt.区分…的性别,,,
2577,shade,n.荫凉;(色彩)浓淡;遮光物,vt.遮蔽;遮光,,,
2578,shadow,n.阴影;影子;荫;阴暗,v.投阴影于;跟踪,,,
2579,shame,n.耻辱;羞愧;可耻的人或物,vt.使羞愧,,,
2580,shape,n.形状;外表;状况,vt.使成形;塑造;实现,,,
2581,sheep,n.(绵)羊;易受人摆布的人,,,,
2582,sheet,n.(纸等薄物的)一张;薄片;被单;褥单,,,,
2583,shelf,n.(墙壁;书橱等的)架子;搁板,,,,
2584,ship,n.船舶;舰艇,v.装运;航运;运送;发货,,,
2585,shirt,n.(男式)衬衫;汗衫,,,,
2586,shock,n.冲击;震惊;震动;电击;触电,v.使震动,,,
2587,shoe,n.鞋;(马)蹄铁,,,,
2588,shooting,n.射击;发射;猎场;狩猎场,,,,
2589,shop,n.商店;店铺;工厂;车间,v.买东西,,,
2590,shopkeeper,n.零售商人;店主,,,,
2591,shopping,n.买东西;购货,,,,
2592,shortcoming,n.(常用复数)短处;缺点,,,,
2593,short-wave,n.短波,,,,
2594,shot,n.开枪;射击;射门;投篮;弹丸;子弹,,,,
2595,shoulder,n.肩;肩部,v.肩负;承担,,,
2596,show,n.节目;表演,v.上演(戏剧等);放映(电影),,,
2597,shower,n.阵雨;暴雨;淋浴;沐浴器;一阵;一大批,,,,
2598,sickness,n.疾病;恶心;呕吐感,,,,
2599,side,n.旁边;侧面;坡;岸;一边/侧/方,vi.支持,,,
2600,signal,n.信号;暗号,v.以动作示意;发信号通知,,,
2601,signature,n.署名;(药方上的)用法说明,,,,
2602,silence,n.寂静;沉默;无言,vt.使沉默;使安静,,,
2603,silk,n.(蚕)丝;丝织品;绸,,,,
2604,silver,n.银;银币,a.银色的,v.镀银,,
2605,singer,n.歌手;歌唱家;诗人,,,,
2606,sir,n.先生;长官;[S-用于姓名前]…爵士,,,,
2607,sister,n.姐;妹;护士长;修女;女教士,,,,
2608,sister-in-law,n.嫂子;大、小姑子;大、小姨子;弟媳,,,,
2609,situation,n.形势;局面;处境;状况;位置;职位,,,,
2610,size,n.(尺寸等的)大小;(数量等的)多少;尺码,,,,
2611,skate,n./vi.(滑)冰鞋;滑冰,,,,
2612,skill,n.技能;技巧;技艺;熟练;能力,,,,
2613,skin,n.皮(肤);兽皮;毛皮;外皮,v.剥去…的皮,,,
2614,skirt,n.裙子;边缘vt.位于…的边缘;绕开,,,,
2615,sky,n.天空;[pl.]天色;气候,,,,
2616,slave,n.奴隶;苦工,v.做苦工;拼命地干,,,
2617,slavery,n.奴隶制度;奴役;奴隶身份,,,,
2618,sleeve,n.袖子;衣袖;唱片封套,,,,
2619,smile,n.微笑;笑容,vi.微笑;露出笑容,,,
2620,smog,n.烟雾,,,,
2621,smoke,n.烟;烟尘,n./v.吸烟;抽烟,v.冒烟;冒气,,
2622,smoker,n.吸烟者;吸烟室;吸烟车(厢),,,,
2623,smoking,n.吸烟;抽烟;冒烟,,,,
2624,snake,n.蛇v.蜿蜒;弯弯曲曲行进,,,,
2625,snatch,n.突然抢夺;片断;片语,v.突然抢夺,,,
2626,snow,n.雪;下雪,vi.下雪;如雪一般地落下,,,
2627,soap,n.肥皂;连续广播剧;肥皂剧,,,,
2628,soccer,n.(美)英式足球,,,,
2629,socialism,n.社会主义,,,,
2630,society,n.社会;团体;协会;社;社交界;上流社会,,,,
2631,sock,n.[pl.]短袜;鞋内衬垫,,,,
2632,soil,n.泥土;土地;土壤,v.弄脏;(使)变脏,,,
2633,soldier,n.士兵;军人;指挥官,,,,
2634,son,n.儿子;孩子(长者对年青或年幼男子的称呼),,,,
2635,song,n.歌唱;(虫、鸟等)鸣声;歌曲;歌词,,,,
2636,sorrow,n.悲哀;悲伤;遗憾,,,,
2637,sort,n.种类;类别;(某种)性格,vt.分类;整理;排序,,,
2638,SOS,n.求救;呼救;呼救信号,,,,
2639,soul,n.灵魂;心灵;人;精神;精髓;精华,,,,
2640,soup,n.汤(不可数),,,,
2641,south,n.南方;南部,a.南方的;南部的,ad.在南方,,
2642,space,n.间隔;空地;空间;太空,v.留间隔;隔开,,,
2643,spaceship,n.太空船;宇宙飞船,,,,
2644,spain,n.西班牙(欧洲),,,,
2645,sparrow,n.麻雀,,,,
2646,speaker,n.说话者;发言者;说某种语言者;扬声器,,,,
2647,spear,n.矛;枪;矛尖;嫩叶,v.刺戳,,,
2648,speech,n.说话;演说;言语;言论;说话方式,,,,
2649,speed,n.速度;快;迅速,vi.急行;飞驰,vt.使加速,,
2650,spell,n.连续不断的一段时间;(疾病等)一次发作,,,,
2651,spelling,n.拼字;拼法;拼写法,,,,
2652,sperm,n.[生]精液;精子;精虫,,,,
2653,spirit,n.精神;心灵;气概;[pl.]心情/情绪;烈酒,,,,
2654,spoon,n.匙;汤匙;调羹,v.以匙舀取,,,
2655,sport,n.(体育)运动,,,,
2656,sportsman,n.爱好运动的人;运动员,,,,
2657,spot,n.地点;处所;点,vt.点缀;认出;准确定位,,,
2658,sputnik,n.前苏联人造地球卫星,,,,
2659,spy,n.间谍,v.当间谍;刺探;察觉;发现,,,
2660,squirrel,n.松鼠(pl.),,,,
2661,stage,n.阶段;舞台;场所,vt.上演;把…搬上舞台,,,
2662,stair,n.[pl.]楼梯;(楼梯的)梯级,,,,
2663,stamp,n.邮票;图章,vt./n.跺脚;践踏,vt.盖章/印,,
2664,standard,n.标准;水平,a.普通的;一般的;标准的,,,
2665,star,n.星;恒星;明星,v.用星号标出;扮演主角,,,
2666,state,n./v.国家;州;情况;状态;声明;陈述,,,,
2667,station,n.站;台;所;局;身份;地位(现在很少用),,,,
2668,steam,n.汽;蒸汽,v.蒸发;蒸(食物);用蒸汽开动,,,
2669,steel,n.钢;钢铁,vt.使坚强;使硬起心肠,,,
2670,step,n.脚步(声);台阶;步骤;措施,vi.举步;走,,,
2672,stick,n.棍;棒;手杖,vt.把…插入;粘住,vi.粘着,,
2673,stillness,n.不动;无声;寂静,,,,
2674,stocking,n.象袜子一样的东西,,,,
2675,stomach,n.胃;胃口;肚子;腹部vt.承受;忍受,,,,
2676,stomachache,n.胃痛;肚子痛,,,,
2677,stone,n.石;石头;岩石;矿石;(水果的)核、子,,,,
2678,stop,n.停车站,vt./n.停止;中止,vi.阻止;逗留,,
2679,stopwatch,n.(赛跑用的)跑表,vt.用秒表测定时间,,,
2680,storage,n.贮藏;存储,n.贮藏;贮备品;商店,,,
2681,store,n.商店;店铺;(pl.)贮备品,vt.贮藏;储备,,,
2682,storey,n.楼;层 [=story],,,,
2683,storm,n.暴风雨(雪);爆发,v.猛攻;捣毁;起风暴,,,
2684,story,n.故事;小说;楼层(=storey);新闻报道,,,,
2685,stove,n.(煮饭取暖用之)火炉,,,,
2686,strait,n.海峡;[常pl.]困境;窘境;危难,,,,
2687,stranger,n.陌生人;生客;外地人;外国人,,,,
2688,stream,n.小河;溪流;流动之物;流动,vi.流(涌)出,,,
2689,street,n.街;街道;行车道,,,,
2690,strength,n.力;力量;实力;长处;优点;人力;兵力,,,,
2691,strike,n./vi.罢工,vt.打;击;攻击;给…深刻印象,,,
2692,string,n.弦;线;细绳;串;字符串,v.缚;捆,,,
2693,struggle,n.斗争;努力;奋斗,vi.努力;斗争;奋斗,,,
2694,student,n.(大中学校的)学生;研究者;学者,,,,
2695,studio,n.(艺术家等的)工作室;(影视等的)播音室,,,,
2696,subject,n.国民;主题,a.隶属的;受支配的,vt.征服,,
2697,success,n.成就;成功;成功的事物;有成就的人,,,,
2698,suffering,n.(肉体或内心的)痛苦;(常pl.)苦恼;折磨,,,,
2699,sugar,n.糖;食糖,vt.加糖于,,,
2700,suggestion,n.建议;意见;细微的迹象;暗示;联想,,,,
2701,suit,n.(一套)衣服;起诉,v.合适;中…的意;相称,,,
2702,suitcase,n.(旅行用)小提箱;衣箱,,,,
2703,sulphur,n.[化]硫;硫磺,,,,
2704,summary,n./adj.摘要;总结;概要的;扼要的,,,,
2705,summer,n.夏天;夏季,a.夏季的,,,
2706,sun,n.太阳;恒星;美国Sun公司,,,,
2707,Sunday,n.星期日;礼拜日,,,,
2708,sunrise,n.日出;拂晓;朝霞,,,,
2709,sunset,n.日落;傍晚;晚霞,,,,
2710,sunshine,n.阳光(不可数名词),,,,
2711,supermarket,n.超级商场;自动售货商店,,,,
2712,support,n.支持;支撑物;拥护,vt.支持;鼓励;供养,,,
2713,supporter,n.支持者;支援者;抚养者;支撑物;支柱,,,,
2714,surface,n.表面;面;外表,a.表面的;肤浅的,,,
2715,surgeon,n.外科医生;军医;船上的医生,,,,
2716,surprise,n.诧异;惊奇,vt.使诧异;使惊奇;突然袭击,,,
2717,surrounding,n.(pl.)环境;周围的事物,a.周围的,,,
2718,sweater,n.毛衣;绒衣;厚运动衫,,,,
2719,Sweden,n.瑞典[欧洲],,,,
2720,sweep,n.扫;扫除;连绵区域,vt.扫除;掠过;连绵,,,
2721,sword,n.剑;刀;武力,,,,
2722,system,n.系统;体系;制度;方法;方式;步聚,,,,
2723,table,n.桌(台)子;表格vt.提交讨论,,,,
2724,tail,n.尾巴;尾部;跟踪者,vt.尾随;跟踪,,,
2725,tailor,n.裁缝vt.裁剪;使适应(特定需要),,,,
2726,tale,n.故事;传说;坏话,,,,
2727,talk,n.谈话;聊天,v.说话;交谈;讲话;演讲,,,
2728,tank,n.(盛液体或气体的)箱;罐或桶,,,,
2729,tanker,n.油船;空中加油飞机,,,,
2730,tape,n.带子;胶布;磁带v.用带子捆;录音;录像,,,,
2731,tape-recording,n.磁带录音,,,,
2732,target,n.靶子;目标;(嘲笑等的)对象;指标,,,,
2733,task,n.工作;任务;作业,,,,
2734,taste,n.味道;趣味;感受;体会,v.品尝;有…味道,,,
2735,tax,n.税(款);负担,v.对…征税;使负重担,,,
2736,taxi,n.出租汽车v.[指飞机](使)滑行,,,,
2737,tea,n.茶(叶);午后茶点,,,,
2738,teacher,n.教师(员);老(导)师,,,,
2739,team,n.小队;小组,,,,
2740,teamwork,n.合作;协同工作,,,,
2741,tear,n.(pl.)眼泪,vt.撕裂;使…分裂,vi.破裂,,
2742,technique,n.技巧;手艺;技能;技术;工艺,,,,
2743,technology,n.工业技术;应用科学,,,,
2744,teenager,n.(十三至十九岁的)青少年,,,,
2745,telegram,n.电报,v.(向…)发电报,,,
2746,telegraph,n.电报机;电报;(一份)电报,v.打电报(给),,,
2747,telephone,n.电话(=phone);电话机,vt./vi.打电话,,,
2748,telescope,n.望远镜,v.缩短;压缩,,,
2749,temperature,n.温度;温,,,,
2750,temple,n.庙宇;神殿;寺;太阳穴,,,,
2751,tennis,n.网球;网球运动,,,,
2752,tense,n.时态,v.拉紧;(使)紧张,a.绷紧的;紧张的,,
2753,term,n.学期;期限;任期;名称;术语;(pl)条件,,,,
2754,test,n.试验;检验;测验,vt.试验;检验;测验,,,
2755,text,n.正文;文本;原文;教科书,,,,
2757,theatre,n.戏院;剧场;戏剧;剧本;阶梯教室,,,,
2758,theory,n.理论;原理;学说;见解;看法,,,,
2759,thermos,n.热水瓶,,,,
2760,they,n.商店。(一般人经常用复数they来指一家商店),,,,
2761,thickness,n.厚;浓;粗;稠密,,,,
2762,thief,n.贼;小偷(复数为thieves),,,,
2763,thing,n.物;东西;事;事情;所有物;局面;情况,,,,
2764,thinker,n.思想家;思考者,,,,
2765,thinking,n.思想;思考;思索,a.思想的;有理性的,,,
2766,thirst,n.渴,,,,
2767,thought,n.思想;思考;思维;意图;打算;想法,,,,
2768,thread,n.线;细丝;线索;思路,v.穿针线等;穿过,,,
2769,throat,n.咽喉;嗓子;出入口,,,,
2770,thumb,n.拇指v.示意要求搭车;迅速翻阅,,,,
2771,thunder,n.雷(声);轰隆声,v.打雷;大声说;吼叫,,,
2772,Tibet,n.(中国地名)西藏,,,,
2773,ticket,n.票;门票;车票;标签;(交通违章)罚款单,,,,
2774,tiger,n.虎;老虎,,,,
2775,time,n.时间;时刻;次;回;时代;时期;倍;乘,,,,
2776,tin,n.罐头;一罐(在美国相当于can),,,,
2777,tip,n.末端;尖端;小费,v.给小费;轻触;轻碰,,,
2778,title,n.标题;书名;头衔;法律权利;所有权,,,,
2779,tobacco,n.烟草;烟叶;烟草制品,,,,
2780,toilet,n.厕所;盥洗室;梳洗;梳妆,,,,
2781,Tokyo,n.东京(日本的首都),,,,
2782,tomato,n.(pl.tomatoes)西红柿;蕃茄,,,,
2783,tomb,n.(隆起的)墓(穴),,,,
2784,tomorrow,n.明天;来日;未来,ad.在明天;在明日,,,
2785,ton,n.吨 [pl.](of)大量;许多,,,,
2786,tongue,n.舌头;语言;舌状物(火舌),,,,
2787,tool,n.工具;用具;方法;手段,,,,
2788,tooth,n.牙齿;齿状物;有效的手段,,,,
2789,top,n.顶;顶端;首位;顶点,a.最高的;顶上的,,,
2790,topic,n.(章节、段落等的)标题;主题,,,,
2791,tour,n.旅游;旅行;巡回演出/比赛,v.旅游,,,
2792,tourism,n.旅游;观光;旅游业;观光业,,,,
2793,tourist,n.旅游者;观光客;巡回比赛的运动员,,,,
2794,tower,n.高楼;(广播用的)铁塔,vi.高耸;屹立,,,
2795,town,n.市镇;市民;城市商业区;闹市区,,,,
2796,toy,n.玩具vi.(with)漫不经心地考虑;摆弄,,,,
2797,trace,n.痕迹;极少量;微量,v.描绘;跟踪;追踪,,,
2798,track,n.跑/轨道;路线;足/踪迹,vt.跟踪;追踪,,,
2799,tractor,n.拖拉机;牵引车,,,,
2800,trade,n.贸易;商业;行业;职业,vt.做买卖;交换,,,
2801,traffic,n.交通(量);(非法)交易vi.(非法)交易,,,,
2802,tragedy,n.悲剧,,,,
2803,trail,n.踪迹;痕迹;(乡间)小道,v.追踪;跟踪,,,
2804,train,n.列车;行列;系列;一串,v.训练;培养,,,
2805,trainer,n.训练员;教(练)员,,,,
2806,training,n.培训;训练;培养,,,,
2807,translation,n.翻译;译;译文;译本,,,,
2808,transportation,n.运输;运输系统;运输工具,,,,
2809,trap,n.陷阱;圈套,vt.诱捕;使中圈套,vi.设圈套,,
2810,travel,n.旅行,vi.旅行;(光、物体等)移动;运行,,,
2811,traveller,n.旅馆;旅游者,,,,
2812,treasure,n.财宝;宝物;珍品;宝贝,vt.珍惜;珍视,,,
2813,treatment,n.治疗;疗法;对待;待遇;处理,,,,
2814,tree,n.树;语法树,,,,
2815,trial,n.讯问;审讯;试验;试用;尝试;努力,,,,
2816,trick,n.花招;诡计;恶作剧;窍门,vt.欺诈;哄骗,,,
2817,trip,n.旅行;绊;绊倒,vi.绊;绊倒,,,
2818,troop,n.[pl.]军队;部队;一群;一队;(一)大批,,,,
2819,trouble,n.苦恼;麻烦;故障;动乱,vt.麻烦,vi.费神,,
2820,trousers,n.(较正式的说法)长裤,,,,
2821,truck,n.卡车;载重汽车;(铁路上的)敞篷货车,,,,
2822,trunk,n.大衣箱;(汽车后部)行李箱;树干;躯干,,,,
2823,trust,n.信任;可信任的人(或物),vt.相信;委托,,,
2824,truth,n.真实;真相;真实性;忠实性;真理,,,,
2825,turning,n.旋转;转向;转弯处,,,,
2827,type,n.型式;类型;印刷字体;活/铅字,v.打字,,,
2828,typewriter,n.打字机,,,,
2829,typist,n.打字员,,,,
2830,tyre,n.轮胎;车胎(尤指外胎),,,,
2832,umbrella,n.伞;雨伞;保护伞,,,,
2833,uncle,n.伯父;叔父;舅父;姑父;姨父,,,,
2834,understanding,n.洞察力;理解力;领会,a.体谅的;宽容的,,,
2835,uniform,n.制服;军服,a.相同的;一律的;一贯的,,,
2836,union,n.工会;协会;结合;联合;一致;团结,,,,
2837,unit,n.单位;部队;单元;部件;元件;计量单位,,,,
2838,universe,n.天地;宇宙;万物;全人类;银河系,,,,
2839,university,n.大学;综合性大学,,,,
2840,unrest,n.(社会上的)不安;不稳;(心中的)不安,,,,
2841,uranium,n.铀(放射性元素),,,,
2842,use,n.使/应用;用法/途;益/用处,vt.用;消耗,,,
2843,user,n.使用者;用户,,,,
2844,vacation,n.假期;休假;空出;腾出,,,,
2845,valley,n.1)(江、河等)流域;2)(山)谷,,,,
2846,value,n.价值;实用性;(pl.)价值观,vt.估价/尊重,,,
2847,variety,n.变化;多样化;种类;种种;品种;变种,,,,
2848,vase,n.(装饰用的)瓶;花瓶,,,,
2849,vegetable,n.蔬菜;植物,a.植物的;蔬菜的,,,
2850,Venus,n.维纳斯;美人;色情,,,,
2851,verb,n.[语法]动词,,,,
2852,victory,n.胜利;成功,,,,
2853,view,n.看法;见解;观点vt.看待;考虑;估量,,,,
2854,viewer,n.电视观众;观看者;观察者,,,,
2855,village,n.乡村;村庄;村民,,,,
2856,villager,n.村民;乡村居民,,,,
2857,violence,n.暴力(行为);强暴(行为);猛烈;激烈,,,,
2858,violin,n.小提琴(手),,,,
2859,visitor,n.参观者;游客;访问者;客人;来宾,,,,
2860,vocabulary,n.词汇;词汇量;词汇表,,,,
2861,voice,n.说话声音;嗓音;噪子;语态,v.说话;表达,,,
2862,volleyball,n.排球;排球运动,,,,
2863,vote,n.选举;投票;选票,vt.推选,vi.投票;选举,,
2864,voter,n.投票者;有投票权者,,,,
2865,voyage,n.航海;航行,v.航海;航行于(海上),,,
2866,waist,n.腰(部);衣服的腰部,,,,
2867,waiter,n.(饭店、旅馆、餐厅等的)服务员,,,,
2868,waiting-room,n.候车室,,,,
2869,waitress,n.(餐厅、旅馆的)女服务员,,,,
2870,wall,n.墙;壁;围墙vt.筑墙围住;用墙隔开,,,,
2871,wallet,n.(男人用的放钱币、证件等的)皮夹子,,,,
2872,war,n.战争(状态);冲突,vi.作战,,,
2873,warning,n.警告;预兆;预告通知;提醒,,,,
2874,warship,n.军舰;战船,,,,
2875,wash,n.洗;洗的衣物,vt.冲刷;洗;冲出,vi.洗澡,,
2876,Washington,n.华盛顿特区。(是美国首都),,,,
2877,wash-room,n. 洗漱间,,,,
2878,water,n.水,vt.浇灌;给…饮水,vi.流泪;加水,,
2879,way,n.道路;路程;方法/式;手段;习惯;状态,,,,
2880,weakness,n.虚弱;衰弱;软弱;弱点;缺点;嗜好,,,,
2881,wealth,n.财产;财富;大量;丰富,,,,
2882,weather,n.天气,vt.(安然)度过(暴风雨、难关等),,,
2883,weatherman,n.气象播报员,,,,
2884,weaver,n.纺织工;编织者,,,,
2885,wedding,n.婚礼;结婚;结合,,,,
2886,weed,n.杂草;野草,vt.除(杂草);清除;淘汰,,,
2887,week,n.星期;周;工作周,,,,
2888,weekday,n.平常日;工作日(指除周六、日以外的日子),,,,
